"head"	"genomeSize"	"description"
"Rhodothermus phage"	129908	"Rhodothermus phage RM378"
"Rhopalosiphum padi virus"	10011	"Rhopalosiphum padi virus"
"Rhynchosia golden mosaic virus"	5155	"Rhynchosia golden mosaic virus DNA A"
"Rhynchosia golden mosaic Yucatan virus"	5139	"Rhynchosia golden mosaic Yucatan virus DNA A"
"Ribgrass mosaic virus"	6301	"Ribgrass mosaic virus"
"Rice black streaked dwarf virus"	29141	"Rice black streaked dwarf virus segment 1"
"Rice dwarf virus"	24839	"Rice dwarf virus segment 1"
"Rice gall dwarf virus"	25709	"Rice gall dwarf virus segment S1"
"Rice grassy stunt virus"	25142	"Rice grassy stunt virus RNA 1"
"Rice ragged stunt virus"	26164	"Rice ragged stunt virus segment 1"
"Rice stripe virus"	17145	"Rice stripe virus RNA 1"
"Rice tungro bacilliform virus"	8002	"Rice tungro bacilliform virus"
"Rice tungro spherical virus"	12226	"Rice tungro spherical virus"
"Rice yellow mottle virus"	4450	"Rice yellow mottle virus"
"Rice yellow mottle virus satellite"	220	"Rice yellow mottle virus satellite"
"Rice yellow stunt virus"	14042	"Rice yellow stunt virus"
"Rift Valley fever virus"	11979	"Rift Valley fever virus segment L"
"Rinderpest virus (strain Kabete O)"	15882	"Rinderpest virus (strain Kabete O)"
"Rio Bravo virus"	10140	"Rio Bravo virus"
"Rose cryptic virus"	4680	"Rose cryptic virus 1 RNA 1"
"Rose spring dwarf-associated virus"	5808	"Rose spring dwarf-associated virus"
"Rosellinia necatrix megabirnavirus 1/W779"	16111	"Rosellinia necatrix megabirnavirus 1/W779 segment L1"
"Rosellinia necatrix partitivirus 1-W8"	4578	"Rosellinia necatrix partitivirus 1-W8 segment 1"
"Roseobacter phage"	39898	"Roseobacter phage SIO1"
"Roseophage"	147936	"Roseophage DSS3P2"
"Ross River virus"	11657	"Ross River virus"
"Ross's goose hepatitis B virus"	3018	"Ross's goose hepatitis B virus"
"Rotavirus A"	17448	"Rotavirus A segment 1"
"Rotavirus C"	17910	"Rotavirus C segment 1"
"Rotavirus D chicken/05V0049/DEU/2005"	18500	"Rotavirus D chicken/05V0049/DEU/2005 segment 1"
"Rous sarcoma virus"	9392	"Rous sarcoma virus"
"Rousettus aegyptiacus papillomavirus type 1"	7970	"Rousettus aegyptiacus papillomavirus type 1"
"Rubella virus"	9755	"Rubella virus"
"Rubus chlorotic mottle virus"	3983	"Rubus chlorotic mottle virus"
"Rudbeckia flower distortion virus"	8222	"Rudbeckia flower distortion virus"
"Rupestris stem pitting associated virus-1"	8744	"Rupestris stem pitting associated virus-1"
"Ryegrass mosaic virus"	9535	"Ryegrass mosaic virus"
"Ryegrass mottle virus"	4210	"Ryegrass mottle virus"
"Sabia virus"	10499	"Sabia virus"
"Sacbrood virus"	8832	"Sacbrood virus"
"Saccharomyces 20S RNA narnavirus"	2514	"Saccharomyces 20S RNA narnavirus"
"Saccharomyces 23S RNA narnavirus"	2891	"Saccharomyces 23S RNA narnavirus"
"Saccharomyces cerevisiae killer virus M1"	1801	"Saccharomyces cerevisiae killer virus M1"
"Saccharomyces cerevisiae virus L-A (L1)"	4579	"Saccharomyces cerevisiae virus L-A (L1)"
"Saccharomyces cerevisiae virus L-BC (La)"	4615	"Saccharomyces cerevisiae virus L-BC (La)"
"Saccharum streak virus"	2744	"Saccharum streak virus"
"Saffold virus"	8115	"Saffold virus"
"Saguaro cactus virus"	3879	"Saguaro cactus virus"
"Saimiriine herpesvirus 2"	112930	"Saimiriine herpesvirus 2"
"Salivirus NG-J1"	7982	"Salivirus NG-J1"
"Salmon pancreas disease virus"	11919	"Salmon pancreas disease virus"
"Salmonella enterica bacteriophage"	41941	"Salmonella enterica bacteriophage SE1"
"Salmonella phage"	334095	"Salmonella phage c341"
"Sapovirus C12 strain C12"	7476	"Sapovirus C12 strain C12"
"Sapovirus Hu/Dresden/pJG-Sap01/DE"	7429	"Sapovirus Hu/Dresden/pJG-Sap01/DE"
"Sapovirus Mc10"	7458	"Sapovirus Mc10"
"SARS coronavirus"	29751	"SARS coronavirus"
"SARS coronavirus Rs_672/2006"	29059	"SARS coronavirus Rs_672/2006"
"Satellite virus of maize white line mosaic virus"	1168	"Satellite virus of maize white line mosaic virus"
"Satellites of Trichomonas vaginalis T1 virus"	497	"Satellites of Trichomonas vaginalis T1 virus"
"Satsuma dwarf virus"	12138	"Satsuma dwarf virus RNA 1"
"Scallion mosaic virus"	9324	"Scallion mosaic virus"
"Scallion virus X"	6985	"Scallion virus X"
"Schizochytrium single-stranded RNA virus"	9035	"Schizochytrium single-stranded RNA virus"
"Schlumbergera virus X"	6633	"Schlumbergera virus X"
"Sclerophthora macrospora virus"	5886	"Sclerophthora macrospora virus A RNA 1"
"Sclerophthora macrospora virus B"	5533	"Sclerophthora macrospora virus B"
"Sclerotinia sclerotiorum debilitation-associated RNA virus"	5470	"Sclerotinia sclerotiorum debilitation-associated RNA virus"
"Sclerotinia sclerotiorum hypovirulence associated DNA virus 1"	2166	"Sclerotinia sclerotiorum hypovirulence associated DNA virus 1"
"Sclerotinia sclerotiorum partitivirus S"	3726	"Sclerotinia sclerotiorum partitivirus S segment 1"
"Scotophilus bat coronavirus 512"	28203	"Scotophilus bat coronavirus 512"
"Scrophularia mottle virus"	6206	"Scrophularia mottle virus"
"Sea turtle tornovirus 1"	1898	"Sea turtle tornovirus 1"
"Seal picornavirus type 1"	6718	"Seal picornavirus type 1"
"Semliki forest virus"	11442	"Semliki forest virus"
"Sendai virus"	15384	"Sendai virus"
"Seneca valley virus"	7310	"Seneca valley virus"
"Senecio yellow mosaic virus"	2746	"Senecio yellow mosaic virus"
"Seoul virus"	3651	"Seoul virus segment M"
"Seoul virus strain 80-39"	1769	"Seoul virus strain 80-39 segment S"
"Seoul virus strain Seoul 80-39 clone 1"	6530	"Seoul virus strain Seoul 80-39 clone 1"
"Sepik virus"	10793	"Sepik virus"
"Sesbania mosaic virus"	4148	"Sesbania mosaic virus"
"Shallot virus X"	8832	"Shallot virus X"
"Shallot yellow stripe virus"	10429	"Shallot yellow stripe virus"
"Sheeppox virus 17077-99"	149955	"Sheeppox virus 17077-99"
"Sheldgoose hepatitis B virus"	3051	"Sheldgoose hepatitis B virus"
"Shigella phage"	158006	"Shigella phage phiSboM-AG3"
"Shrimp white spot syndrome virus"	305107	"Shrimp white spot syndrome virus"
"Sida golden mosaic Costa Rica virus"	5192	"Sida golden mosaic Costa Rica virus DNA A"
"Sida golden mosaic Florida virus"	7767	"Sida golden mosaic Florida virus"
"Sida golden mosaic Honduras virus"	5192	"Sida golden mosaic Honduras virus DNA A"
"Sida golden mosaic virus"	5227	"Sida golden mosaic virus DNA-A"
"Sida golden mottle virus"	5184	"Sida golden mottle virus DNA-A"
"Sida golden yellow vein virus"	2603	"Sida golden yellow vein virus"
"Sida leaf curl virus"	6873	"Sida leaf curl virus"
"Sida micrantha mosaic virus"	5331	"Sida micrantha mosaic virus segment A"
"Sida mosaic Sinaloa virus"	5182	"Sida mosaic Sinaloa virus DNA A"
"Sida mottle virus"	2668	"Sida mottle virus"
"Sida yellow mosaic virus"	4007	"Sida yellow mosaic virus"
"Sida yellow mosaic Yucatan virus"	5197	"Sida yellow mosaic Yucatan virus DNA A"
"Sida yellow vein disease associated DNA 1"	1370	"Sida yellow vein disease associated DNA 1"
"Sida yellow vein Madurai virus"	2753	"Sida yellow vein Madurai virus"
"Sida yellow vein Vietnam virus"	5465	"Sida yellow vein Vietnam virus DNA-A"
"Sida yellow vein virus"	6560	"Sida yellow vein virus DNA A"
"Siegesbeckia yellow vein Guangxi virus"	2784	"Siegesbeckia yellow vein Guangxi virus"
"Siegesbeckia yellow vein virus-[GD13]"	2768	"Siegesbeckia yellow vein virus-[GD13]"
"Siegesbeckia yellow vein virus"	1358	"Siegesbeckia yellow vein virus-[GD13]-associated DNA beta"
"Simian adenovirus 1"	34450	"Simian adenovirus 1"
"Simian adenovirus 21"	35524	"Simian adenovirus 21"
"Simian adenovirus 25"	36519	"Simian adenovirus 25"
"Simian adenovirus 3"	34246	"Simian adenovirus 3"
"Simian agent 12"	5230	"Simian agent 12"
"Simian enterovirus A"	7374	"Simian enterovirus A"
"Simian enterovirus SV19"	7373	"Simian enterovirus SV19"
"Simian enterovirus SV43"	7348	"Simian enterovirus SV43"
"Simian enterovirus SV6"	7351	"Simian enterovirus SV6"
"Simian foamy virus"	13246	"Simian foamy virus"
"Simian foamy virus 3"	13111	"Simian foamy virus 3"
"Simian hemorrhagic fever virus"	15717	"Simian hemorrhagic fever virus"
"Simian immunodeficiency virus"	9623	"Simian immunodeficiency virus"
"Simian immunodeficiency virus SIV-mnd 2"	9518	"Simian immunodeficiency virus SIV-mnd 2"
"Simian picornavirus 1"	8126	"Simian picornavirus 1"
"Simian picornavirus 17"	7378	"Simian picornavirus 17"
"Simian picornavirus strain N125"	7383	"Simian picornavirus strain N125"
"Simian picornavirus strain N203"	7379	"Simian picornavirus strain N203"
"Simian retrovirus 4"	8126	"Simian retrovirus 4"
"Simian T-cell lymphotropic virus 6"	8913	"Simian T-cell lymphotropic virus 6"
"Simian T-lymphotropic virus 1"	9028	"Simian T-lymphotropic virus 1"
"Simian T-lymphotropic virus 2"	8855	"Simian T-lymphotropic virus 2"
"Simian T-lymphotropic virus 3"	8918	"Simian T-lymphotropic virus 3"
"Simian virus 12"	5206	"Simian virus 12"
"Simian virus 40"	5243	"Simian virus 40"
"Simian virus 41"	15450	"Simian virus 41"
"Simian-Human immunodeficiency virus"	10000	"Simian-Human immunodeficiency virus"
"Sin Nombre virus"	6562	"Sin Nombre virus"
"Sin Nombre virus chromosome M"	3696	"Sin Nombre virus chromosome M segment"
"Sin Nombre virus chromosome S"	2059	"Sin Nombre virus chromosome S segment"
"Sindbis virus"	11703	"Sindbis virus"
"Singapore grouper iridovirus"	140131	"Singapore grouper iridovirus"
"Siniperca chuatsi rhabdovirus"	11545	"Siniperca chuatsi rhabdovirus"
"Sinorhizobium phage"	57416	"Sinorhizobium phage PBC5"
"Sleeping disease virus"	11900	"Sleeping disease virus"
"Slow bee paralysis virus"	9505	"Slow bee paralysis virus"
"Small anellovirus 1"	2249	"Small anellovirus 1"
"Small anellovirus 2"	2635	"Small anellovirus 2"
"Snake adenovirus"	27751	"Snake adenovirus"
"Snake parvovirus 1"	4432	"Snake parvovirus 1"
"Snakehead retrovirus"	10688	"Snakehead retrovirus"
"Snakehead rhabdovirus"	11550	"Snakehead rhabdovirus"
"Snow goose hepatitis B virus"	3024	"Snow goose hepatitis B virus"
"Sodalis phage"	97331	"Sodalis phage phiSG1"
"Soft-shelled turtle iridovirus"	105890	"Soft-shelled turtle iridovirus"
"Soil-borne cereal mosaic virus"	10708	"Soil-borne cereal mosaic virus RNA1"
"Soil-borne wheat mosaic virus"	10692	"Soil-borne wheat mosaic virus RNA1"
"Solanum nodiflorum mottle virus"	377	"Solanum nodiflorum mottle virus satellite RNA"
"Solenopsis invicta virus 1"	8026	"Solenopsis invicta virus 1"
"Solenopsis invicta virus 2"	11319	"Solenopsis invicta virus 2"
"Solenopsis invicta virus 3"	10411	"Solenopsis invicta virus 3"
"Sonchus yellow net virus"	13720	"Sonchus yellow net virus"
"Sorghum chlorotic spot virus"	10296	"Sorghum chlorotic spot virus RNA 1"
"Sorghum mosaic virus"	9624	"Sorghum mosaic virus"
"South African cassava mosaic virus"	5560	"South African cassava mosaic virus DNA A"
"Southern bean mosaic virus"	4136	"Southern bean mosaic virus"
"Southern cowpea mosaic virus"	4194	"Southern cowpea mosaic virus"
"Southern tomato virus"	3437	"Southern tomato virus"
"Soybean chlorotic blotch virus"	5355	"Soybean chlorotic blotch virus DNA A"
"Soybean chlorotic mottle virus"	8178	"Soybean chlorotic mottle virus"
"Soybean crinkle leaf virus"	2737	"Soybean crinkle leaf virus"
"Soybean dwarf virus"	5853	"Soybean dwarf virus"
"Soybean mild mottle virus"	2768	"Soybean mild mottle virus"
"Soybean mosaic virus"	9588	"Soybean mosaic virus"
"Soybean yellow mottle mosaic virus"	4009	"Soybean yellow mottle mosaic virus"
"Sphaeropsis sapinea RNA virus 1"	5163	"Sphaeropsis sapinea RNA virus 1"
"Sphaeropsis sapinea RNA virus 2"	5202	"Sphaeropsis sapinea RNA virus 2"
"Spilanthes yellow vein virus"	2761	"Spilanthes yellow vein virus DNA-A"
"Spinach curly top virus"	2925	"Spinach curly top virus"
"Spinach latent virus"	8688	"Spinach latent virus RNA 1"
"Spiroplasma kunkelii virus SkV1_CR2-3x"	7870	"Spiroplasma kunkelii virus SkV1_CR2-3x"
"Spiroplasma phage"	27287	"Spiroplasma phage 1-C74"
"Spissistilus festinus virus 1"	7951	"Spissistilus festinus virus 1"
"Spleen focus-forming virus"	6296	"Spleen focus-forming virus"
"Spodoptera exigua MNPV"	135611	"Spodoptera exigua MNPV"
"Spodoptera frugiperda ascovirus 1a"	156922	"Spodoptera frugiperda ascovirus 1a"
"Spodoptera frugiperda MNPV virus"	131331	"Spodoptera frugiperda MNPV virus"
"Spodoptera litura granulovirus"	124121	"Spodoptera litura granulovirus"
"Spodoptera litura NPV"	139342	"Spodoptera litura NPV"
"Spodoptera litura nucleopolyhedrovirus II"	148634	"Spodoptera litura nucleopolyhedrovirus II"
"Spring beauty latent virus"	8363	"Spring beauty latent virus RNA 1"
"Spring viraemia of carp virus"	11019	"Spring viraemia of carp virus"
"Sputnik virophage"	18343	"Sputnik virophage"
"Squash leaf curl China virus"	5455	"Squash leaf curl China virus - [B] DNA B"
"Squash leaf curl Philippines virus"	5444	"Squash leaf curl Philippines virus segment A"
"Squash leaf curl virus"	5241	"Squash leaf curl virus A component DNA"
"Squash leaf curl Yunnan virus"	2714	"Squash leaf curl Yunnan virus"
"Squash mild leaf curl virus"	5190	"Squash mild leaf curl virus-[Imperial Valley] DNA A"
"Squash mosaic virus"	9219	"Squash mosaic virus RNA 1"
"Squash vein yellowing virus"	9836	"Squash vein yellowing virus"
"Squash yellow mild mottle virus"	2662	"Squash yellow mild mottle virus DNA B"
"Squirrel monkey polyomavirus"	5075	"Squirrel monkey polyomavirus"
"Squirrel monkey retrovirus - HLB"	8785	"Squirrel monkey retrovirus - HLB"
"Sri Lankan cassava mosaic virus"	5466	"Sri Lankan cassava mosaic virus DNA A"
"St Croix River virus chromosome"	14356	"St Croix River virus chromosome segment 10"
"St Croix River virus"	4089	"St Croix River virus segment 1"
"St. Augustine decline satellite virus"	824	"St. Augustine decline satellite virus"
"St. Louis encephalitis virus"	10940	"St. Louis encephalitis virus"
"Stachytarpheta leaf curl virus"	2749	"Stachytarpheta leaf curl virus"
"Staphylococcus phage"	2173722	"Staphylococcus phage 11"
"Staphylococcus prophage"	347894	"Staphylococcus prophage phi 12"
"Starling circovirus"	2063	"Starling circovirus"
"Steller sea lion vesivirus"	8305	"Steller sea lion vesivirus"
"Stenotrophomonas phage"	47194	"Stenotrophomonas phage phiSMA9"
"Strawberry chlorotic fleck associated virus"	17039	"Strawberry chlorotic fleck associated virus"
"Strawberry latent ringspot virus"	12456	"Strawberry latent ringspot virus RNA1"
"Strawberry mild yellow edge virus"	5966	"Strawberry mild yellow edge virus"
"Strawberry mottle virus"	12655	"Strawberry mottle virus RNA 1"
"Strawberry necrotic shock virus"	8550	"Strawberry necrotic shock virus RNA 1"
"Strawberry pallidosis-associated virus"	16044	"Strawberry pallidosis-associated virus RNA 1"
"Strawberry vein banding virus"	7876	"Strawberry vein banding virus"
"Streptocarpus flower break virus"	6279	"Streptocarpus flower break virus"
"Streptococcus phage"	696674	"Streptococcus phage 2972"
"Streptococcus prophage"	283809	"Streptococcus prophage 315.1"
"Streptococcus pyogenes phage"	34419	"Streptococcus pyogenes phage 315.3"
"Streptomyces phage"	207804	"Streptomyces phage mu1/6"
"Stretch Lagoon orbivirus"	6725	"Stretch Lagoon orbivirus segment 1"
"Striped Jack nervous necrosis virus"	4528	"Striped Jack nervous necrosis virus"
"Stx1 converting phage"	59866	"Stx1 converting phage"
"Stx2 converting phage"	124471	"Stx2 converting phage I"
"Stx2-converting phage"	122385	"Stx2-converting phage 1717"
"Subterranean clover mottle virus"	4646	"Subterranean clover mottle virus"
"Subterranean clover stunt virus"	8024	"Subterranean clover stunt virus DNA  2"
"Sudan ebolavirus"	18875	"Sudan ebolavirus"
"Sugarcane bacilliform IM virus"	7687	"Sugarcane bacilliform IM virus"
"Sugarcane bacilliform Mor virus"	7568	"Sugarcane bacilliform Mor virus"
"Sugarcane bacilliform virus"	7317	"Sugarcane bacilliform virus"
"Sugarcane mosaic virus"	9596	"Sugarcane mosaic virus"
"Sugarcane streak Egypt virus - [Giza]"	2706	"Sugarcane streak Egypt virus - [Giza]"
"Sugarcane streak mosaic virus"	9782	"Sugarcane streak mosaic virus"
"Sugarcane streak Reunion virus"	2735	"Sugarcane streak Reunion virus"
"Sugarcane streak virus - [Natal]"	2758	"Sugarcane streak virus - [Natal]"
"Sugarcane striate mosaic-associated virus"	8146	"Sugarcane striate mosaic-associated virus"
"Sugarcane yellow leaf virus"	5899	"Sugarcane yellow leaf virus"
"Suid herpesvirus 1"	143461	"Suid herpesvirus 1"
"Sulfolobus islandicus filamentous virus"	40900	"Sulfolobus islandicus filamentous virus"
"Sulfolobus islandicus rod-shaped virus 1"	32308	"Sulfolobus islandicus rod-shaped virus 1"
"Sulfolobus islandicus rod-shaped virus 2"	35450	"Sulfolobus islandicus rod-shaped virus 2"
"Sulfolobus spindle-shaped virus 4"	15135	"Sulfolobus spindle-shaped virus 4"
"Sulfolobus spindle-shaped virus 5"	15330	"Sulfolobus spindle-shaped virus 5"
"Sulfolobus spindle-shaped virus 6"	15684	"Sulfolobus spindle-shaped virus 6"
"Sulfolobus spindle-shaped virus 7"	17602	"Sulfolobus spindle-shaped virus 7"
"Sulfolobus turreted icosahedral virus"	17663	"Sulfolobus turreted icosahedral virus"
"Sulfolobus turreted icosahedral virus 2"	16622	"Sulfolobus turreted icosahedral virus 2"
"Sulfolobus virus 1"	15465	"Sulfolobus virus 1"
"Sulfolobus virus 2"	14796	"Sulfolobus virus 2"
"Sulfolobus virus Kamchatka 1"	17385	"Sulfolobus virus Kamchatka 1"
"Sulfolobus virus Ragged Hills"	16473	"Sulfolobus virus Ragged Hills"
"Sulfolobus virus STSV1"	75294	"Sulfolobus virus STSV1"
"Sunflower chlorotic mottle virus"	9965	"Sunflower chlorotic mottle virus"
"Sunn hemp leaf distortion virus"	2774	"Sunn hemp leaf distortion virus DNA-A"
"Sus scrofa papillomavirus type 1"	7260	"Sus scrofa papillomavirus type 1"
"Sweet clover necrotic mosaic virus"	5325	"Sweet clover necrotic mosaic virus RNA 1"
"Sweet potato chlorotic fleck virus"	9104	"Sweet potato chlorotic fleck virus"
"Sweet potato chlorotic stunt virus"	17630	"Sweet potato chlorotic stunt virus RNA 1"
"Sweet potato feathery mottle virus"	10820	"Sweet potato feathery mottle virus"
"Sweet potato leaf curl Bengal virus - [India:West Bengal:2008]"	2823	"Sweet potato leaf curl Bengal virus - [India:West Bengal:2008] segment A"
"Sweet potato leaf curl Canary virus"	2807	"Sweet potato leaf curl Canary virus"
"Sweet potato leaf curl Georgia virus"	2773	"Sweet potato leaf curl Georgia virus"
"Sweet potato leaf curl Lanzarote virus"	2814	"Sweet potato leaf curl Lanzarote virus"
"Sweet potato leaf curl Spain virus"	2780	"Sweet potato leaf curl Spain virus"
"Sweet potato leaf curl virus"	2828	"Sweet potato leaf curl virus"
"Sweet potato mild mottle virus"	10818	"Sweet potato mild mottle virus"
"Sweetpotato badnavirus B"	7961	"Sweetpotato badnavirus B"
"Swinepox virus"	146454	"Swinepox virus"
"Synechococcus phage"	615906	"Synechococcus phage P60"
"Tacaribe virus"	10534	"Tacaribe virus segment L"
"Tamana bat virus"	10053	"Tamana bat virus"
"Tamiami virus"	10674	"Tamiami virus segment L"
"Tanapox virus"	144565	"Tanapox virus"
"Taro bacilliform virus"	7458	"Taro bacilliform virus"
"Taro vein chlorosis virus"	12020	"Taro vein chlorosis virus"
